"","Session","Period","subject.id","Player","District","Map","Effort","District.compare","Advantage","Adv.District.Names","Disadv.District.Names","Renamed.Map","Compare"
"2302",5,22,38,"B","EDG","4",10,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2303",5,22,39,"B","EDG","4",36,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2304",5,22,40,"B","EDG","4",4,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2305",5,23,33,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2306",5,23,34,"A","EDG","4",1,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2307",5,23,35,"A","EDG","4",13,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2308",5,23,36,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2309",5,23,37,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2310",5,23,38,"B","EDG","4",15,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2311",5,23,39,"B","EDG","4",27,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2312",5,23,40,"B","EDG","4",8,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2313",5,24,33,"A","EDG","4",0,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2314",5,24,34,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2315",5,24,35,"A","EDG","4",13,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2316",5,24,36,"A","EDG","4",15,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2317",5,24,37,"B","EDG","4",4,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2318",5,24,38,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2319",5,24,39,"B","EDG","4",36,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2320",5,24,40,"B","EDG","4",17,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2321",6,15,41,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2322",6,15,42,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2323",6,15,43,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2324",6,15,44,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2325",6,15,45,"B","EDG","4",26,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2326",6,15,46,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2327",6,15,47,"B","EDG","4",7,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2328",6,15,48,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2329",6,16,41,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2330",6,16,42,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2331",6,16,43,"A","EDG","4",21,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2332",6,16,44,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2333",6,16,45,"B","EDG","4",21,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2334",6,16,46,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2335",6,16,47,"B","EDG","4",6,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2336",6,16,48,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2337",6,17,41,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2338",6,17,42,"A","EDG","4",24,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2339",6,17,43,"A","EDG","4",21,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2340",6,17,44,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2341",6,17,45,"B","EDG","4",21,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2342",6,17,46,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2343",6,17,47,"B","EDG","4",12,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2344",6,17,48,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2345",6,18,41,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2346",6,18,42,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2347",6,18,43,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2348",6,18,44,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2349",6,18,45,"B","EDG","4",21,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2350",6,18,46,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2351",6,18,47,"B","EDG","4",12,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2352",6,18,48,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2353",6,19,41,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2354",6,19,42,"A","EDG","4",28,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2355",6,19,43,"A","EDG","4",21,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2356",6,19,44,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2357",6,19,45,"B","EDG","4",21,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2358",6,19,46,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2359",6,19,47,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2360",6,19,48,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2361",6,20,41,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2362",6,20,42,"A","EDG","4",21,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2363",6,20,43,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2364",6,20,44,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2365",6,20,45,"B","EDG","4",21,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2366",6,20,46,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2367",6,20,47,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2368",6,20,48,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2369",6,21,41,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2370",6,21,42,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2371",6,21,43,"A","EDG","4",22,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2372",6,21,44,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2373",6,21,45,"B","EDG","4",21,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2374",6,21,46,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2375",6,21,47,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2376",6,21,48,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2377",6,22,41,"A","EDG","4",7,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2378",6,22,42,"A","EDG","4",31,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2379",6,22,43,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2380",6,22,44,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2381",6,22,45,"B","EDG","4",21,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2382",6,22,46,"B","EDG","4",15,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2383",6,22,47,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2384",6,22,48,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2385",6,23,41,"A","EDG","4",7,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2386",6,23,42,"A","EDG","4",15,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2387",6,23,43,"A","EDG","4",22,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2388",6,23,44,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2389",6,23,45,"B","EDG","4",10,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2390",6,23,46,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2391",6,23,47,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2392",6,23,48,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2393",6,24,41,"A","EDG","4",7,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2394",6,24,42,"A","EDG","4",15,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2395",6,24,43,"A","EDG","4",21,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2396",6,24,44,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2397",6,24,45,"B","EDG","4",10,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2398",6,24,46,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2399",6,24,47,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2400",6,24,48,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2401",7,15,49,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2402",7,15,50,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2403",7,15,51,"A","EDG","4",0,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2404",7,15,52,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2405",7,15,53,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2406",7,15,54,"B","EDG","4",50,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2407",7,15,55,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2408",7,15,56,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2409",7,16,49,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2410",7,16,50,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2411",7,16,51,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2412",7,16,52,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2413",7,16,53,"B","EDG","4",40,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2414",7,16,54,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2415",7,16,55,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2416",7,16,56,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2417",7,17,49,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2418",7,17,50,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2419",7,17,51,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2420",7,17,52,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2421",7,17,53,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2422",7,17,54,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2423",7,17,55,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2424",7,17,56,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2425",7,18,49,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2426",7,18,50,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2427",7,18,51,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2428",7,18,52,"A","EDG","4",5,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2429",7,18,53,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2430",7,18,54,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2431",7,18,55,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2432",7,18,56,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2433",7,19,49,"A","EDG","4",35,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2434",7,19,50,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2435",7,19,51,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2436",7,19,52,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2437",7,19,53,"B","EDG","4",15,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2438",7,19,54,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2439",7,19,55,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2440",7,19,56,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2441",7,20,49,"A","EDG","4",35,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2442",7,20,50,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2443",7,20,51,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2444",7,20,52,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2445",7,20,53,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2446",7,20,54,"B","EDG","4",50,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2447",7,20,55,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2448",7,20,56,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2449",7,21,49,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2450",7,21,50,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2451",7,21,51,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2452",7,21,52,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2453",7,21,53,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2454",7,21,54,"B","EDG","4",50,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2455",7,21,55,"B","EDG","4",60,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2456",7,21,56,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2457",7,22,49,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2458",7,22,50,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2459",7,22,51,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2460",7,22,52,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2461",7,22,53,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2462",7,22,54,"B","EDG","4",50,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2463",7,22,55,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2464",7,22,56,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2465",7,23,49,"A","EDG","4",35,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2466",7,23,50,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2467",7,23,51,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2468",7,23,52,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2469",7,23,53,"B","EDG","4",15,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2470",7,23,54,"B","EDG","4",50,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2471",7,23,55,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2472",7,23,56,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2473",7,24,49,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2474",7,24,50,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2475",7,24,51,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2476",7,24,52,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2477",7,24,53,"B","EDG","4",35,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2478",7,24,54,"B","EDG","4",50,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2479",7,24,55,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2480",7,24,56,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2481",8,15,57,"A","EDG","4",15,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2482",8,15,58,"A","EDG","4",30,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2483",8,15,59,"A","EDG","4",26,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2484",8,15,60,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2485",8,15,61,"B","EDG","4",20,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2486",8,15,62,"B","EDG","4",10,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2487",8,15,63,"B","EDG","4",40,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2488",8,15,64,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2489",8,16,57,"A","EDG","4",26,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2490",8,16,58,"A","EDG","4",34,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2491",8,16,59,"A","EDG","4",27,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2492",8,16,60,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2493",8,16,61,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2494",8,16,62,"B","EDG","4",8,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2495",8,16,63,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2496",8,16,64,"B","EDG","4",50,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2497",8,17,57,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2498",8,17,58,"A","EDG","4",24,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2499",8,17,59,"A","EDG","4",15,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2500",8,17,60,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2501",8,17,61,"B","EDG","4",15,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2502",8,17,62,"B","EDG","4",71,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2503",8,17,63,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2504",8,17,64,"B","EDG","4",40,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2505",8,18,57,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2506",8,18,58,"A","EDG","4",24,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2507",8,18,59,"A","EDG","4",15,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2508",8,18,60,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2509",8,18,61,"B","EDG","4",25,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2510",8,18,62,"B","EDG","4",40,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2511",8,18,63,"B","EDG","4",0,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2512",8,18,64,"B","EDG","4",50,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2513",8,19,57,"A","EDG","4",20,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2514",8,19,58,"A","EDG","4",26,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2515",8,19,59,"A","EDG","4",10,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2516",8,19,60,"A","EDG","4",25,"DG Player A to LG Player B","fair","Error","Error","Sym_3_1","DG Player A to LG Player B"
"2517",8,19,61,"B","EDG","4",30,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
"2518",8,19,62,"B","EDG","4",40,"LG Player A to DG Player B","fair","Error","Error","Sym_3_1","LG Player A to DG Player B"
