"Period","Stage","Subject","Map_Choice","District","Map","Effort"
25,"2","2","5","EDG",5,0
25,"2","3","5","EDG",5,0
25,"2","4","5","EDG",5,0
25,"2","5","1","EDG",5,0
25,"2","6","1","EDG",5,0
25,"2","7","1","EDG",5,0
25,"2","8","1","EDG",5,0
26,"2","1","3","EDG",5,1
26,"2","2","5","EDG",5,0
26,"2","3","5","EDG",5,0
26,"2","4","5","EDG",5,0
26,"2","5","3","EDG",5,0
26,"2","6","1","EDG",5,0
26,"2","7","1","EDG",5,0
26,"2","8","1","EDG",5,0
27,"2","1","1","EDG",5,10
27,"2","2","5","EDG",5,0
27,"2","3","5","EDG",5,0
27,"2","4","5","EDG",5,0
27,"2","5","2","EDG",5,0
27,"2","6","1","EDG",5,0
27,"2","7","1","EDG",5,0
27,"2","8","1","EDG",5,0
28,"3","1","4","EDG",5,10
28,"3","2","3","EDG",5,0
28,"3","3","2","EDG",5,0
28,"3","4","5","EDG",5,0
28,"3","5","3","EDG",5,0
28,"3","6","2","EDG",5,0
28,"3","7","3","EDG",5,0
28,"3","8","5","EDG",5,0
15,"1","1","-99","ELG",5,30
15,"1","2","-99","ELG",5,0
15,"1","3","-99","ELG",5,0
15,"1","4","-99","ELG",5,0
15,"1","5","-99","ELG",5,25
15,"1","6","-99","ELG",5,0
15,"1","7","-99","ELG",5,0
15,"1","8","-99","ELG",5,11
16,"1","1","-99","ELG",5,0
16,"1","2","-99","ELG",5,0
16,"1","3","-99","ELG",5,0
16,"1","4","-99","ELG",5,2
16,"1","5","-99","ELG",5,3
16,"1","6","-99","ELG",5,0
16,"1","7","-99","ELG",5,0
16,"1","8","-99","ELG",5,0
17,"1","1","-99","ELG",5,0
17,"1","2","-99","ELG",5,0
17,"1","3","-99","ELG",5,0
17,"1","4","-99","ELG",5,12
17,"1","5","-99","ELG",5,1
17,"1","6","-99","ELG",5,0
17,"1","7","-99","ELG",5,0
17,"1","8","-99","ELG",5,0
18,"1","1","-99","ELG",5,0
18,"1","2","-99","ELG",5,0
18,"1","3","-99","ELG",5,0
18,"1","4","-99","ELG",5,2
18,"1","5","-99","ELG",5,3
18,"1","6","-99","ELG",5,0
18,"1","7","-99","ELG",5,0
18,"1","8","-99","ELG",5,0
19,"1","1","-99","ELG",5,0
19,"1","2","-99","ELG",5,0
19,"1","3","-99","ELG",5,0
19,"1","4","-99","ELG",5,1
19,"1","5","-99","ELG",5,2
19,"1","6","-99","ELG",5,0
19,"1","7","-99","ELG",5,0
19,"1","8","-99","ELG",5,0
20,"1","1","-99","ELG",5,20
20,"1","2","-99","ELG",5,0
20,"1","3","-99","ELG",5,0
20,"1","4","-99","ELG",5,0
20,"1","5","-99","ELG",5,0
20,"1","6","-99","ELG",5,0
20,"1","7","-99","ELG",5,0
20,"1","8","-99","ELG",5,0
21,"1","1","-99","ELG",5,20
21,"1","2","-99","ELG",5,0
21,"1","3","-99","ELG",5,0
21,"1","4","-99","ELG",5,0
21,"1","5","-99","ELG",5,0
21,"1","6","-99","ELG",5,0
21,"1","7","-99","ELG",5,0
21,"1","8","-99","ELG",5,0
22,"1","1","-99","ELG",5,20
22,"1","2","-99","ELG",5,0
22,"1","3","-99","ELG",5,0
22,"1","4","-99","ELG",5,0
22,"1","5","-99","ELG",5,0
22,"1","6","-99","ELG",5,0
22,"1","7","-99","ELG",5,0
22,"1","8","-99","ELG",5,0
23,"1","1","-99","ELG",5,0
23,"1","2","-99","ELG",5,0
23,"1","3","-99","ELG",5,0
23,"1","4","-99","ELG",5,0
23,"1","5","-99","ELG",5,0
23,"1","6","-99","ELG",5,0
23,"1","7","-99","ELG",5,0
23,"1","8","-99","ELG",5,0
24,"1","1","-99","ELG",5,0
24,"1","2","-99","ELG",5,0
24,"1","3","-99","ELG",5,0
24,"1","4","-99","ELG",5,0
24,"1","5","-99","ELG",5,0
24,"1","6","-99","ELG",5,0
24,"1","7","-99","ELG",5,0
24,"1","8","-99","ELG",5,0
25,"2","1","3","ELG",5,0
25,"2","2","5","ELG",5,0
25,"2","3","5","ELG",5,0
25,"2","4","5","ELG",5,0
25,"2","5","1","ELG",5,0
25,"2","6","1","ELG",5,0
25,"2","7","1","ELG",5,0
25,"2","8","1","ELG",5,0
26,"2","1","3","ELG",5,1
26,"2","2","5","ELG",5,0
26,"2","3","5","ELG",5,0
26,"2","4","5","ELG",5,0
26,"2","5","3","ELG",5,0
26,"2","6","1","ELG",5,0
26,"2","7","1","ELG",5,0
26,"2","8","1","ELG",5,0
27,"2","1","1","ELG",5,10
27,"2","2","5","ELG",5,0
27,"2","3","5","ELG",5,0
27,"2","4","5","ELG",5,0
27,"2","5","2","ELG",5,0
27,"2","6","1","ELG",5,0
27,"2","7","1","ELG",5,0
27,"2","8","1","ELG",5,0
28,"3","1","4","ELG",5,10
28,"3","2","3","ELG",5,0
28,"3","3","2","ELG",5,0
28,"3","4","5","ELG",5,0
28,"3","5","3","ELG",5,0
28,"3","6","2","ELG",5,0
28,"3","7","3","ELG",5,0
28,"3","8","5","ELG",5,0
15,"1","1","-99","EW",5,30
15,"1","2","-99","EW",5,35
15,"1","3","-99","EW",5,30
15,"1","4","-99","EW",5,20
15,"1","5","-99","EW",5,35
15,"1","6","-99","EW",5,5
15,"1","7","-99","EW",5,0
15,"1","8","-99","EW",5,26
16,"1","1","-99","EW",5,60
16,"1","2","-99","EW",5,40
16,"1","3","-99","EW",5,50
16,"1","4","-99","EW",5,15
16,"1","5","-99","EW",5,75
16,"1","6","-99","EW",5,40
16,"1","7","-99","EW",5,0
16,"1","8","-99","EW",5,41
17,"1","1","-99","EW",5,0
17,"1","2","-99","EW",5,40
17,"1","3","-99","EW",5,60
17,"1","4","-99","EW",5,12
17,"1","5","-99","EW",5,78
17,"1","6","-99","EW",5,60
17,"1","7","-99","EW",5,0
17,"1","8","-99","EW",5,41
18,"1","1","-99","EW",5,70
18,"1","2","-99","EW",5,40
18,"1","3","-99","EW",5,50
18,"1","4","-99","EW",5,15
18,"1","5","-99","EW",5,75
18,"1","6","-99","EW",5,60
18,"1","7","-99","EW",5,0
18,"1","8","-99","EW",5,41
19,"1","1","-99","EW",5,75
19,"1","2","-99","EW",5,40
19,"1","3","-99","EW",5,60
19,"1","4","-99","EW",5,12
19,"1","5","-99","EW",5,77
19,"1","6","-99","EW",5,55
19,"1","7","-99","EW",5,0
19,"1","8","-99","EW",5,41
20,"1","1","-99","EW",5,20
20,"1","2","-99","EW",5,40
20,"1","3","-99","EW",5,50
20,"1","4","-99","EW",5,30
20,"1","5","-99","EW",5,60
20,"1","6","-99","EW",5,55
20,"1","7","-99","EW",5,0
20,"1","8","-99","EW",5,41
21,"1","1","-99","EW",5,25
21,"1","2","-99","EW",5,45
21,"1","3","-99","EW",5,50
21,"1","4","-99","EW",5,30
21,"1","5","-99","EW",5,50
21,"1","6","-99","EW",5,60
21,"1","7","-99","EW",5,0
21,"1","8","-99","EW",5,41
22,"1","1","-99","EW",5,35
22,"1","2","-99","EW",5,40
22,"1","3","-99","EW",5,30
22,"1","4","-99","EW",5,25
22,"1","5","-99","EW",5,50
22,"1","6","-99","EW",5,60
22,"1","7","-99","EW",5,0
22,"1","8","-99","EW",5,41
23,"1","1","-99","EW",5,0
23,"1","2","-99","EW",5,40
23,"1","3","-99","EW",5,20
23,"1","4","-99","EW",5,42
23,"1","5","-99","EW",5,49
23,"1","6","-99","EW",5,60
23,"1","7","-99","EW",5,0
23,"1","8","-99","EW",5,41
24,"1","1","-99","EW",5,0
24,"1","2","-99","EW",5,50
24,"1","3","-99","EW",5,30
24,"1","4","-99","EW",5,35
24,"1","5","-99","EW",5,48
24,"1","6","-99","EW",5,60
24,"1","7","-99","EW",5,0
24,"1","8","-99","EW",5,41
25,"2","1","3","EW",5,0
25,"2","2","5","EW",5,50
25,"2","3","5","EW",5,60
25,"2","4","5","EW",5,29
25,"2","5","1","EW",5,38
25,"2","6","1","EW",5,60
25,"2","7","1","EW",5,0
25,"2","8","1","EW",5,41
26,"2","1","3","EW",5,1
26,"2","2","5","EW",5,45
26,"2","3","5","EW",5,40
26,"2","4","5","EW",5,38
26,"2","5","3","EW",5,34
26,"2","6","1","EW",5,60
26,"2","7","1","EW",5,0
26,"2","8","1","EW",5,41
27,"2","1","1","EW",5,10
27,"2","2","5","EW",5,45
27,"2","3","5","EW",5,40
27,"2","4","5","EW",5,48
27,"2","5","2","EW",5,42
27,"2","6","1","EW",5,60
27,"2","7","1","EW",5,0
27,"2","8","1","EW",5,51
28,"3","1","4","EW",5,10
28,"3","2","3","EW",5,40
28,"3","3","2","EW",5,40
28,"3","4","5","EW",5,12
28,"3","5","3","EW",5,52
28,"3","6","2","EW",5,60
28,"3","7","3","EW",5,0
28,"3","8","5","EW",5,41
15,"1","1","-99","EDG",4,30
15,"1","2","-99","EDG",4,15
15,"1","3","-99","EDG",4,15
15,"1","4","-99","EDG",4,24
15,"1","5","-99","EDG",4,10
15,"1","6","-99","EDG",4,20
15,"1","7","-99","EDG",4,0
15,"1","8","-99","EDG",4,26
16,"1","1","-99","EDG",4,0
16,"1","2","-99","EDG",4,15
16,"1","3","-99","EDG",4,25
16,"1","4","-99","EDG",4,14
16,"1","5","-99","EDG",4,5
16,"1","6","-99","EDG",4,20
16,"1","7","-99","EDG",4,13
16,"1","8","-99","EDG",4,21
17,"1","1","-99","EDG",4,0
17,"1","2","-99","EDG",4,15
17,"1","3","-99","EDG",4,20
17,"1","4","-99","EDG",4,15
17,"1","5","-99","EDG",4,1
17,"1","6","-99","EDG",4,20
17,"1","7","-99","EDG",4,15
17,"1","8","-99","EDG",4,21
18,"1","1","-99","EDG",4,0
18,"1","2","-99","EDG",4,15
18,"1","3","-99","EDG",4,20
18,"1","4","-99","EDG",4,14
18,"1","5","-99","EDG",4,3
18,"1","6","-99","EDG",4,20
18,"1","7","-99","EDG",4,0
18,"1","8","-99","EDG",4,0
19,"1","1","-99","EDG",4,0
19,"1","2","-99","EDG",4,15
19,"1","3","-99","EDG",4,20
19,"1","4","-99","EDG",4,10
19,"1","5","-99","EDG",4,3
19,"1","6","-99","EDG",4,20
19,"1","7","-99","EDG",4,0
19,"1","8","-99","EDG",4,0
20,"1","1","-99","EDG",4,20
20,"1","2","-99","EDG",4,15
20,"1","3","-99","EDG",4,20
20,"1","4","-99","EDG",4,12
20,"1","5","-99","EDG",4,0
20,"1","6","-99","EDG",4,20
20,"1","7","-99","EDG",4,0
20,"1","8","-99","EDG",4,0
21,"1","1","-99","EDG",4,20
21,"1","2","-99","EDG",4,15
21,"1","3","-99","EDG",4,20
21,"1","4","-99","EDG",4,10
21,"1","5","-99","EDG",4,0
21,"1","6","-99","EDG",4,20
21,"1","7","-99","EDG",4,0
21,"1","8","-99","EDG",4,0
22,"1","1","-99","EDG",4,25
22,"1","2","-99","EDG",4,15
22,"1","3","-99","EDG",4,15
22,"1","4","-99","EDG",4,15
22,"1","5","-99","EDG",4,0
22,"1","6","-99","EDG",4,21
22,"1","7","-99","EDG",4,0
22,"1","8","-99","EDG",4,0
23,"1","1","-99","EDG",4,0
23,"1","2","-99","EDG",4,15
23,"1","3","-99","EDG",4,10
23,"1","4","-99","EDG",4,20
23,"1","5","-99","EDG",4,0
23,"1","6","-99","EDG",4,21
23,"1","7","-99","EDG",4,0
23,"1","8","-99","EDG",4,0
24,"1","1","-99","EDG",4,0
24,"1","2","-99","EDG",4,20
24,"1","3","-99","EDG",4,15
24,"1","4","-99","EDG",4,0
24,"1","5","-99","EDG",4,0
24,"1","6","-99","EDG",4,21
24,"1","7","-99","EDG",4,0
24,"1","8","-99","EDG",4,0
25,"2","1","3","EDG",4,0
25,"2","2","5","EDG",4,20
25,"2","3","5","EDG",4,15
25,"2","4","5","EDG",4,10
25,"2","5","1","EDG",4,0
25,"2","6","1","EDG",4,21
25,"2","7","1","EDG",4,0
25,"2","8","1","EDG",4,0
26,"2","1","3","EDG",4,1
26,"2","2","5","EDG",4,15
26,"2","3","5","EDG",4,15
26,"2","4","5","EDG",4,15
26,"2","5","3","EDG",4,0
26,"2","6","1","EDG",4,21
26,"2","7","1","EDG",4,0
26,"2","8","1","EDG",4,0
27,"2","1","1","EDG",4,10
27,"2","2","5","EDG",4,15
27,"2","3","5","EDG",4,15
27,"2","4","5","EDG",4,15
27,"2","5","2","EDG",4,0
27,"2","6","1","EDG",4,21
27,"2","7","1","EDG",4,0
27,"2","8","1","EDG",4,0
28,"3","1","4","EDG",4,10
28,"3","2","3","EDG",4,15
28,"3","3","2","EDG",4,15
28,"3","4","5","EDG",4,12
28,"3","5","3","EDG",4,0
28,"3","6","2","EDG",4,21
28,"3","7","3","EDG",4,0
28,"3","8","5","EDG",4,0
15,"1","1","-99","ELG",4,30
15,"1","2","-99","ELG",4,15
15,"1","3","-99","ELG",4,15
15,"1","4","-99","ELG",4,15
15,"1","5","-99","ELG",4,15
15,"1","6","-99","ELG",4,20
15,"1","7","-99","ELG",4,25
15,"1","8","-99","ELG",4,26
16,"1","1","-99","ELG",4,35
16,"1","2","-99","ELG",4,20
16,"1","3","-99","ELG",4,25
16,"1","4","-99","ELG",4,10
16,"1","5","-99","ELG",4,10
16,"1","6","-99","ELG",4,20
16,"1","7","-99","ELG",4,13
16,"1","8","-99","ELG",4,21
17,"1","1","-99","ELG",4,0
17,"1","2","-99","ELG",4,15
17,"1","3","-99","ELG",4,20
17,"1","4","-99","ELG",4,20
17,"1","5","-99","ELG",4,3
17,"1","6","-99","ELG",4,20
17,"1","7","-99","ELG",4,15
17,"1","8","-99","ELG",4,21
18,"1","1","-99","ELG",4,41
18,"1","2","-99","ELG",4,15
18,"1","3","-99","ELG",4,20
18,"1","4","-99","ELG",4,12
18,"1","5","-99","ELG",4,2
18,"1","6","-99","ELG",4,20
18,"1","7","-99","ELG",4,15
18,"1","8","-99","ELG",4,0
19,"1","1","-99","ELG",4,35
19,"1","2","-99","ELG",4,15
19,"1","3","-99","ELG",4,20
19,"1","4","-99","ELG",4,12
19,"1","5","-99","ELG",4,3
19,"1","6","-99","ELG",4,30
19,"1","7","-99","ELG",4,10
19,"1","8","-99","ELG",4,0
20,"1","1","-99","ELG",4,20
20,"1","2","-99","ELG",4,15
20,"1","3","-99","ELG",4,20
20,"1","4","-99","ELG",4,10
20,"1","5","-99","ELG",4,0
20,"1","6","-99","ELG",4,30
20,"1","7","-99","ELG",4,10
20,"1","8","-99","ELG",4,0
21,"1","1","-99","ELG",4,20
21,"1","2","-99","ELG",4,15
21,"1","3","-99","ELG",4,20
21,"1","4","-99","ELG",4,12
21,"1","5","-99","ELG",4,0
21,"1","6","-99","ELG",4,20
21,"1","7","-99","ELG",4,10
21,"1","8","-99","ELG",4,0
22,"1","1","-99","ELG",4,25
22,"1","2","-99","ELG",4,15
22,"1","3","-99","ELG",4,15
22,"1","4","-99","ELG",4,10
22,"1","5","-99","ELG",4,0
22,"1","6","-99","ELG",4,21
22,"1","7","-99","ELG",4,10
22,"1","8","-99","ELG",4,0
23,"1","1","-99","ELG",4,0
23,"1","2","-99","ELG",4,15
23,"1","3","-99","ELG",4,10
23,"1","4","-99","ELG",4,15
23,"1","5","-99","ELG",4,0
23,"1","6","-99","ELG",4,21
23,"1","7","-99","ELG",4,10
23,"1","8","-99","ELG",4,0
24,"1","1","-99","ELG",4,0
24,"1","2","-99","ELG",4,20
24,"1","3","-99","ELG",4,15
24,"1","4","-99","ELG",4,0
24,"1","5","-99","ELG",4,0
24,"1","6","-99","ELG",4,21
24,"1","7","-99","ELG",4,10
24,"1","8","-99","ELG",4,0
25,"2","1","3","ELG",4,0
25,"2","2","5","ELG",4,20
25,"2","3","5","ELG",4,15
25,"2","4","5","ELG",4,12
25,"2","5","1","ELG",4,0
25,"2","6","1","ELG",4,21
25,"2","7","1","ELG",4,10
25,"2","8","1","ELG",4,0
26,"2","1","3","ELG",4,1
26,"2","2","5","ELG",4,15
26,"2","3","5","ELG",4,15
26,"2","4","5","ELG",4,12
26,"2","5","3","ELG",4,0
26,"2","6","1","ELG",4,21
26,"2","7","1","ELG",4,0
26,"2","8","1","ELG",4,0
27,"2","1","1","ELG",4,10
27,"2","2","5","ELG",4,15
27,"2","3","5","ELG",4,15
27,"2","4","5","ELG",4,12
27,"2","5","2","ELG",4,0
27,"2","6","1","ELG",4,21
27,"2","7","1","ELG",4,0
27,"2","8","1","ELG",4,0
28,"3","1","4","ELG",4,20
28,"3","2","3","ELG",4,15
28,"3","3","2","ELG",4,15
28,"3","4","5","ELG",4,15
28,"3","5","3","ELG",4,0
28,"3","6","2","ELG",4,21
28,"3","7","3","ELG",4,0
28,"3","8","5","ELG",4,0
15,"1","1","-99","EW",4,0
15,"1","2","-99","EW",4,10
15,"1","3","-99","EW",4,15
15,"1","4","-99","EW",4,10
15,"1","5","-99","EW",4,45
15,"1","6","-99","EW",4,10
15,"1","7","-99","EW",4,25
15,"1","8","-99","EW",4,0
16,"1","1","-99","EW",4,35
16,"1","2","-99","EW",4,10
16,"1","3","-99","EW",4,25
16,"1","4","-99","EW",4,12
16,"1","5","-99","EW",4,65
16,"1","6","-99","EW",4,10
16,"1","7","-99","EW",4,13
16,"1","8","-99","EW",4,21
17,"1","1","-99","EW",4,0
17,"1","2","-99","EW",4,10
17,"1","3","-99","EW",4,20
17,"1","4","-99","EW",4,5
17,"1","5","-99","EW",4,76
17,"1","6","-99","EW",4,20
17,"1","7","-99","EW",4,0
17,"1","8","-99","EW",4,21
18,"1","1","-99","EW",4,35
18,"1","2","-99","EW",4,15
18,"1","3","-99","EW",4,20
18,"1","4","-99","EW",4,10
18,"1","5","-99","EW",4,75
18,"1","6","-99","EW",4,20
18,"1","7","-99","EW",4,15
18,"1","8","-99","EW",4,0
19,"1","1","-99","EW",4,35
19,"1","2","-99","EW",4,10
19,"1","3","-99","EW",4,20
19,"1","4","-99","EW",4,7
19,"1","5","-99","EW",4,74
19,"1","6","-99","EW",4,10
19,"1","7","-99","EW",4,10
19,"1","8","-99","EW",4,0
20,"1","1","-99","EW",4,20
20,"1","2","-99","EW",4,15
20,"1","3","-99","EW",4,20
20,"1","4","-99","EW",4,12
20,"1","5","-99","EW",4,50
20,"1","6","-99","EW",4,10
20,"1","7","-99","EW",4,10
20,"1","8","-99","EW",4,0
21,"1","1","-99","EW",4,20
21,"1","2","-99","EW",4,15
21,"1","3","-99","EW",4,20
21,"1","4","-99","EW",4,15
21,"1","5","-99","EW",4,55
21,"1","6","-99","EW",4,20
21,"1","7","-99","EW",4,10
21,"1","8","-99","EW",4,0
22,"1","1","-99","EW",4,25
22,"1","2","-99","EW",4,15
22,"1","3","-99","EW",4,15
22,"1","4","-99","EW",4,10
22,"1","5","-99","EW",4,50
22,"1","6","-99","EW",4,21
22,"1","7","-99","EW",4,10
22,"1","8","-99","EW",4,0
23,"1","1","-99","EW",4,0
23,"1","2","-99","EW",4,15
23,"1","3","-99","EW",4,10
23,"1","4","-99","EW",4,15
23,"1","5","-99","EW",4,50
23,"1","6","-99","EW",4,21
23,"1","7","-99","EW",4,10
23,"1","8","-99","EW",4,0
24,"1","1","-99","EW",4,0
24,"1","2","-99","EW",4,10
24,"1","3","-99","EW",4,15
24,"1","4","-99","EW",4,29
24,"1","5","-99","EW",4,47
24,"1","6","-99","EW",4,21
24,"1","7","-99","EW",4,10
24,"1","8","-99","EW",4,0
25,"2","1","3","EW",4,0
25,"2","2","5","EW",4,15
25,"2","3","5","EW",4,15
25,"2","4","5","EW",4,15
25,"2","5","1","EW",4,35
25,"2","6","1","EW",4,21
25,"2","7","1","EW",4,10
25,"2","8","1","EW",4,0
26,"2","1","3","EW",4,1
26,"2","2","5","EW",4,15
26,"2","3","5","EW",4,15
26,"2","4","5","EW",4,10
26,"2","5","3","EW",4,37
26,"2","6","1","EW",4,21
26,"2","7","1","EW",4,0
26,"2","8","1","EW",4,0
27,"2","1","1","EW",4,10
27,"2","2","5","EW",4,15
27,"2","3","5","EW",4,15
27,"2","4","5","EW",4,10
27,"2","5","2","EW",4,36
27,"2","6","1","EW",4,21
27,"2","7","1","EW",4,0
27,"2","8","1","EW",4,0
28,"3","1","4","EW",4,20
28,"3","2","3","EW",4,15
28,"3","3","2","EW",4,15
28,"3","4","5","EW",4,10
28,"3","5","3","EW",4,48
28,"3","6","2","EW",4,21
28,"3","7","3","EW",4,0
28,"3","8","5","EW",4,0
15,"1","1","-99","EDG",3,0
15,"1","2","-99","EDG",3,0
15,"1","3","-99","EDG",3,0
15,"1","4","-99","EDG",3,1
15,"1","5","-99","EDG",3,15
15,"1","6","-99","EDG",3,0
15,"1","7","-99","EDG",3,0
15,"1","8","-99","EDG",3,0
16,"1","1","-99","EDG",3,0
16,"1","2","-99","EDG",3,0
16,"1","3","-99","EDG",3,0
16,"1","4","-99","EDG",3,1
16,"1","5","-99","EDG",3,5
16,"1","6","-99","EDG",3,0
16,"1","7","-99","EDG",3,0
16,"1","8","-99","EDG",3,0
17,"1","1","-99","EDG",3,0
17,"1","2","-99","EDG",3,0
17,"1","3","-99","EDG",3,0
17,"1","4","-99","EDG",3,5
17,"1","5","-99","EDG",3,1
17,"1","6","-99","EDG",3,0
17,"1","7","-99","EDG",3,0
17,"1","8","-99","EDG",3,0
18,"1","1","-99","EDG",3,0
18,"1","2","-99","EDG",3,0
18,"1","3","-99","EDG",3,0
18,"1","4","-99","EDG",3,2
18,"1","5","-99","EDG",3,2
18,"1","6","-99","EDG",3,0
18,"1","7","-99","EDG",3,0
18,"1","8","-99","EDG",3,0
19,"1","1","-99","EDG",3,0
19,"1","2","-99","EDG",3,0
19,"1","3","-99","EDG",3,0
19,"1","4","-99","EDG",3,1
19,"1","5","-99","EDG",3,2
19,"1","6","-99","EDG",3,0
19,"1","7","-99","EDG",3,0
19,"1","8","-99","EDG",3,0
20,"1","1","-99","EDG",3,1
20,"1","2","-99","EDG",3,0
20,"1","3","-99","EDG",3,0
20,"1","4","-99","EDG",3,0
20,"1","5","-99","EDG",3,0
20,"1","6","-99","EDG",3,0
20,"1","7","-99","EDG",3,0
20,"1","8","-99","EDG",3,0
21,"1","1","-99","EDG",3,5
21,"1","2","-99","EDG",3,0
21,"1","3","-99","EDG",3,0
21,"1","4","-99","EDG",3,0
21,"1","5","-99","EDG",3,0
21,"1","6","-99","EDG",3,0
21,"1","7","-99","EDG",3,0
21,"1","8","-99","EDG",3,0
22,"1","1","-99","EDG",3,5
22,"1","2","-99","EDG",3,0
22,"1","3","-99","EDG",3,0
22,"1","4","-99","EDG",3,0
22,"1","5","-99","EDG",3,0
22,"1","6","-99","EDG",3,0
22,"1","7","-99","EDG",3,0
22,"1","8","-99","EDG",3,0
23,"1","1","-99","EDG",3,0
23,"1","2","-99","EDG",3,0
23,"1","3","-99","EDG",3,0
23,"1","4","-99","EDG",3,0
23,"1","5","-99","EDG",3,0
23,"1","6","-99","EDG",3,0
23,"1","7","-99","EDG",3,0
23,"1","8","-99","EDG",3,0
24,"1","1","-99","EDG",3,0
24,"1","2","-99","EDG",3,0
24,"1","3","-99","EDG",3,0
24,"1","4","-99","EDG",3,0
24,"1","5","-99","EDG",3,0
24,"1","6","-99","EDG",3,0
24,"1","7","-99","EDG",3,0
24,"1","8","-99","EDG",3,0
25,"2","1","3","EDG",3,0
25,"2","2","5","EDG",3,0
25,"2","3","5","EDG",3,0
25,"2","4","5","EDG",3,0
25,"2","5","1","EDG",3,0
25,"2","6","1","EDG",3,0
25,"2","7","1","EDG",3,0
25,"2","8","1","EDG",3,0
26,"2","1","3","EDG",3,0
26,"2","2","5","EDG",3,0
26,"2","3","5","EDG",3,0
26,"2","4","5","EDG",3,0
26,"2","5","3","EDG",3,0
26,"2","6","1","EDG",3,0
26,"2","7","1","EDG",3,0
26,"2","8","1","EDG",3,0
27,"2","1","1","EDG",3,0
27,"2","2","5","EDG",3,0
27,"2","3","5","EDG",3,0
27,"2","4","5","EDG",3,0
27,"2","5","2","EDG",3,0
27,"2","6","1","EDG",3,0
27,"2","7","1","EDG",3,0
27,"2","8","1","EDG",3,0
28,"3","1","4","EDG",3,10
28,"3","2","3","EDG",3,0
28,"3","3","2","EDG",3,0
28,"3","4","5","EDG",3,0
28,"3","5","3","EDG",3,0
28,"3","6","2","EDG",3,0
28,"3","7","3","EDG",3,0
28,"3","8","5","EDG",3,0
15,"1","1","-99","ELG",3,0
15,"1","2","-99","ELG",3,0
15,"1","3","-99","ELG",3,0
15,"1","4","-99","ELG",3,1
15,"1","5","-99","ELG",3,15
15,"1","6","-99","ELG",3,0
15,"1","7","-99","ELG",3,0
15,"1","8","-99","ELG",3,0
16,"1","1","-99","ELG",3,0
16,"1","2","-99","ELG",3,0
16,"1","3","-99","ELG",3,0
16,"1","4","-99","ELG",3,2
16,"1","5","-99","ELG",3,5
16,"1","6","-99","ELG",3,0
16,"1","7","-99","ELG",3,0
